Datetime,Event,Date,Time,Cur.,Imp.,Actual,Forecast,Previous
2024-04-02 17:30:00,FOMC Member Daly Speaks,,,,,,,
2024-04-02 20:30:00,API Weekly Crude Oil Stock,,,,,,,
2024-04-02 22:00:00,Total Vehicle Sales,,,,,,,
2024-04-03 09:15:00,OPEC Meeting,,,,,,,
2024-04-03 11:00:00,MBA Purchase Index,,,,,,,
2024-04-03 11:00:00,Mortgage Refinance Index,,,,,,,
2024-04-03 11:00:00,Mortgage Market Index,,,,,,,
2024-04-03 11:00:00,MBA 30-Year Mortgage Rate,,,,,,,
2024-04-03 11:00:00,MBA Mortgage Applications (WoW),,,,,,,
2024-04-03 12:15:00,ADP Nonfarm Employment Change (Mar),,,,,,,
2024-04-03 12:30:00,FOMC Member Bostic Speaks,,,,,,,
2024-04-03 12:40:00,All Truck Sales (Mar),,,,,,,
2024-04-03 12:40:00,All Car Sales (Mar),,,,,,,
2024-04-03 13:45:00,FOMC Member Bowman Speaks,,,,,,,
2024-04-03 13:45:00,S&P Global Composite PMI (Mar),,,,,,,
2024-04-03 13:45:00,S&P Global Services PMI (Mar),,,,,,,
2024-04-03 14:00:00,ISM Non-Manufacturing Prices (Mar),,,,,,,
2024-04-03 14:00:00,ISM Non-Manufacturing Business Activity (Mar),,,,,,,
2024-04-03 14:00:00,ISM Non-Manufacturing Employment (Mar),,,,,,,
2024-04-03 14:00:00,ISM Non-Manufacturing New Orders (Mar),,,,,,,
2024-04-03 14:00:00,ISM Non-Manufacturing PMI (Mar),,,,,,,
2024-04-03 14:30:00,EIA Refinery Crude Runs (WoW),,,,,,,
2024-04-03 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),,,,,,,
2024-04-03 14:30:00,Crude Oil Imports,,,,,,,
2024-04-03 14:30:00,Distillate Fuel Production,,,,,,,
2024-04-03 14:30:00,Crude Oil Inventories,,,,,,,
2024-04-03 14:30:00,Gasoline Inventories,,,,,,,
2024-04-03 14:30:00,Heating Oil Stockpiles,,,,,,,
2024-04-03 14:30:00,Gasoline Production,,,,,,,
2024-04-03 14:30:00,Cushing Crude Oil Inventories,,,,,,,
2024-04-03 14:30:00,EIA Weekly Distillates Stocks,,,,,,,
2024-04-03 16:00:00,Fed Goolsbee Speaks,,,,,,,
2024-04-03 16:10:00,Fed Chair Powell Speaks,,,,,,,
2024-04-03 17:10:00,Fed Vice Chair for Supervision Barr Speaks,,,,,,,
2024-04-04 11:30:00,Challenger Job Cuts (YoY),,,,,,,
2024-04-04 11:30:00,Challenger Job Cuts (Mar),,,,,,,
2024-04-04 12:30:00,Initial Jobless Claims,,,,,,,
2024-04-04 12:30:00,Trade Balance (Feb),,,,,,,
2024-04-04 12:30:00,Jobless Claims 4-Week Avg.,,,,,,,
2024-04-04 12:30:00,Imports,,,,,,,
2024-04-04 12:30:00,Continuing Jobless Claims,,,,,,,
2024-04-04 12:30:00,Exports,,,,,,,
2024-04-04 14:30:00,Natural Gas Storage,,,,,,,
2024-04-04 15:30:00,4-Week Bill Auction,,,,,,,
2024-04-04 15:30:00,8-Week Bill Auction,,,,,,,
2024-04-04 16:15:00,FOMC Member Barkin Speaks,,,,,,,
2024-04-04 16:30:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-04-04 16:45:00,Fed Goolsbee Speaks,,,,,,,
2024-04-04 18:00:00,FOMC Member Mester Speaks,,,,,,,
2024-04-04 20:30:00,Reserve Balances with Federal Reserve Banks,,,,,,,
2024-04-04 20:30:00,Fed's Balance Sheet,,,,,,,
2024-04-05 12:30:00,Private Nonfarm Payrolls (Mar),,,,,,,
2024-04-05 12:30:00,Unemployment Rate (Mar),,,,,,,
2024-04-05 12:30:00,U6 Unemployment Rate (Mar),,,,,,,
2024-04-05 12:30:00,Average Hourly Earnings (YoY) (YoY) (Mar),,,,,,,
2024-04-05 12:30:00,Participation Rate (Mar),,,,,,,
2024-04-05 12:30:00,Average Hourly Earnings (MoM) (Mar),,,,,,,
2024-04-05 12:30:00,Manufacturing Payrolls (Mar),,,,,,,
2024-04-05 12:30:00,Government Payrolls (Mar),,,,,,,
2024-04-05 12:30:00,Fed Collins Speaks,,,,,,,
2024-04-05 12:30:00,Average Weekly Hours (Mar),,,,,,,
2024-04-05 12:30:00,Nonfarm Payrolls (Mar),,,,,,,
2024-04-05 13:15:00,FOMC Member Barkin Speaks,,,,,,,
2024-04-05 16:15:00,FOMC Member Bowman Speaks,,,,,,,
2024-04-05 17:00:00,U.S. Baker Hughes Oil Rig Count,,,,,,,
2024-04-05 17:00:00,U.S. Baker Hughes Total Rig Count,,,,,,,
2024-04-05 19:00:00,Consumer Credit (Feb),,,,,,,
2024-04-05 19:30:00,CFTC Aluminium speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC S&P 500 speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC Corn speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC Copper speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC Nasdaq 100 speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC Gold speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC Soybeans speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC Natural Gas speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC Wheat speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC Crude Oil speculative net positions,,,,,,,
2024-04-05 19:30:00,CFTC Silver speculative net positions,,,,,,,
2024-04-08 14:00:00,CB Employment Trends Index (Mar),,,,,,,
2024-04-08 15:00:00,NY Fed 1-Year Consumer Inflation Expectations,,,,,,,
2024-04-08 15:30:00,3-Month Bill Auction,,,,,,,
2024-04-08 15:30:00,6-Month Bill Auction,,,,,,,
2024-04-08 17:00:00,Fed Goolsbee Speaks,,,,,,,
2024-04-08 23:00:00,FOMC Member Kashkari Speaks,,,,,,,
2024-04-09 10:00:00,NFIB Small Business Optimism (Mar),,,,,,,
2024-04-09 12:55:00,Redbook (YoY),,,,,,,
2024-04-09 14:00:00,IBD/TIPP Economic Optimism,,,,,,,
2024-04-09 16:00:00,EIA Short-Term Energy Outlook,,,,,,,
2024-04-09 17:00:00,3-Year Note Auction,,,,,,,
2024-04-09 20:30:00,API Weekly Crude Oil Stock,,,,,,,
2024-04-10 11:00:00,Mortgage Refinance Index,,,,,,,
2024-04-10 11:00:00,MBA 30-Year Mortgage Rate,,,,,,,
2024-04-10 11:00:00,Mortgage Market Index,,,,,,,
2024-04-10 11:00:00,MBA Mortgage Applications (WoW),,,,,,,
2024-04-10 11:00:00,MBA Purchase Index,,,,,,,
2024-04-10 12:30:00,CPI (MoM) (Mar),,,,,,,
2024-04-10 12:30:00,Core CPI (YoY) (Mar),,,,,,,
2024-04-10 12:30:00,Core CPI (MoM) (Mar),,,,,,,
2024-04-10 12:30:00,CPI (YoY) (Mar),,,,,,,
2024-04-10 12:30:00,Core CPI Index (Mar),,,,,,,
2024-04-10 12:30:00,"CPI Index, n.s.a. (Mar)",,,,,,,
2024-04-10 12:30:00,"CPI, n.s.a (MoM) (Mar)",,,,,,,
2024-04-10 12:30:00,Real Earnings (MoM) (Mar),,,,,,,
2024-04-10 12:30:00,"CPI Index, s.a (Mar)",,,,,,,
2024-04-10 12:45:00,FOMC Member Bowman Speaks,,,,,,,
2024-04-10 14:00:00,Wholesale Inventories (MoM) (Feb),,,,,,,
2024-04-10 14:00:00,Wholesale Trade Sales (MoM) (Feb),,,,,,,
2024-04-10 14:30:00,Crude Oil Imports,,,,,,,
2024-04-10 14:30:00,Crude Oil Inventories,,,,,,,
2024-04-10 14:30:00,EIA Refinery Crude Runs (WoW),,,,,,,
2024-04-10 14:30:00,Distillate Fuel Production,,,,,,,
2024-04-10 14:30:00,Cushing Crude Oil Inventories,,,,,,,
2024-04-10 14:30:00,EIA Weekly Distillates Stocks,,,,,,,
2024-04-10 14:30:00,Gasoline Production,,,,,,,
2024-04-10 14:30:00,Heating Oil Stockpiles,,,,,,,
2024-04-10 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),,,,,,,
2024-04-10 14:30:00,Gasoline Inventories,,,,,,,
2024-04-10 15:00:00,Cleveland CPI (MoM) (Mar),,,,,,,
2024-04-10 15:00:00,Thomson Reuters IPSOS PCSI (Apr),,,,,,,
2024-04-10 16:45:00,Fed Goolsbee Speaks,,,,,,,
2024-04-10 16:45:00,FOMC Member Barkin Speaks,,,,,,,
2024-04-10 17:00:00,10-Year Note Auction,,,,,,,
2024-04-10 18:00:00,Federal Budget Balance (Mar),,,,,,,
2024-04-10 18:00:00,FOMC Meeting Minutes,,,,,,,
2024-04-10 18:00:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-04-11 08:00:00,IEA Monthly Report,,,,,,,
2024-04-11 11:00:00,OPEC Monthly Report,,,,,,,
2024-04-11 12:30:00,PPI ex. Food/Energy/Transport (YoY) (Mar),,,,,,,
2024-04-11 12:30:00,Jobless Claims 4-Week Avg.,,,,,,,
2024-04-11 12:30:00,Core PPI (YoY) (Mar),,,,,,,
2024-04-11 12:30:00,Core PPI (MoM) (Mar),,,,,,,
2024-04-11 12:30:00,Continuing Jobless Claims,,,,,,,
2024-04-11 12:30:00,PPI ex. Food/Energy/Transport (MoM) (Mar),,,,,,,
2024-04-11 12:30:00,Initial Jobless Claims,,,,,,,
2024-04-11 12:30:00,Export Price Index (YoY) (Mar),,,,,,,
2024-04-11 12:30:00,PPI (YoY) (Mar),,,,,,,
2024-04-11 12:30:00,Import Price Index (MoM) (Mar),,,,,,,
2024-04-11 12:30:00,PPI (MoM) (Mar),,,,,,,
2024-04-11 12:30:00,Export Price Index (MoM) (Mar),,,,,,,
2024-04-11 12:30:00,Import Price Index (YoY) (Mar),,,,,,,
2024-04-11 12:45:00,FOMC Member Williams Speaks,,,,,,,
2024-04-11 14:00:00,Michigan Current Conditions (Apr),,,,,,,
2024-04-11 14:00:00,Michigan Consumer Expectations (Apr),,,,,,,
2024-04-11 14:00:00,Michigan 5-Year Inflation Expectations (Apr),,,,,,,
2024-04-11 14:00:00,FOMC Member Barkin Speaks,,,,,,,
2024-04-11 14:00:00,Michigan Consumer Sentiment (Apr),,,,,,,
2024-04-11 14:00:00,Michigan 1-Year Inflation Expectations (Apr),,,,,,,
2024-04-11 14:30:00,Natural Gas Storage,,,,,,,
2024-04-11 15:30:00,8-Week Bill Auction,,,,,,,
2024-04-11 15:30:00,4-Week Bill Auction,,,,,,,
2024-04-11 16:00:00,WASDE Report,,,,,,,
2024-04-11 16:00:00,Fed Collins Speaks,,,,,,,
2024-04-11 17:00:00,U.S. Baker Hughes Total Rig Count,,,,,,,
2024-04-11 17:00:00,30-Year Bond Auction,,,,,,,
2024-04-11 17:00:00,U.S. Baker Hughes Oil Rig Count,,,,,,,
2024-04-11 17:30:00,FOMC Member Bostic Speaks,,,,,,,
2024-04-11 18:30:00,FOMC Member Bostic Speaks,,,,,,,
2024-04-11 19:30:00,CFTC Wheat speculative net positions,,,,,,,
2024-04-11 19:30:00,CFTC Soybeans speculative net positions,,,,,,,
2024-04-11 19:30:00,CFTC Silver speculative net positions,,,,,,,
2024-04-11 19:30:00,CFTC Natural Gas speculative net positions,,,,,,,
2024-04-11 19:30:00,FOMC Member Daly Speaks,,,,,,,
2024-04-11 19:30:00,CFTC S&P 500 speculative net positions,,,,,,,
2024-04-11 19:30:00,CFTC Crude Oil speculative net positions,,,,,,,
2024-04-11 19:30:00,CFTC Corn speculative net positions,,,,,,,
2024-04-11 19:30:00,CFTC Copper speculative net positions,,,,,,,
2024-04-11 19:30:00,CFTC Aluminium speculative net positions,,,,,,,
2024-04-11 19:30:00,CFTC Nasdaq 100 speculative net positions,,,,,,,
2024-04-11 19:30:00,CFTC Gold speculative net positions,,,,,,,
2024-04-11 20:30:00,Reserve Balances with Federal Reserve Banks,,,,,,,
2024-04-11 20:30:00,Fed's Balance Sheet,,,,,,,
2024-04-15 06:30:00,Fed Logan Speaks,,,,,,,
2024-04-15 09:00:00,IMF Meetings,,,,,,,
2024-04-15 12:30:00,FOMC Member Williams Speaks,,,,,,,
2024-04-15 12:30:00,Core Retail Sales (MoM) (Mar),,,,,,,
2024-04-15 12:30:00,Retail Control (MoM) (Mar),,,,,,,
2024-04-15 12:30:00,NY Empire State Manufacturing Index (Apr),,,,,,,
2024-04-15 12:30:00,Retail Sales (MoM) (Mar),,,,,,,
2024-04-15 12:30:00,Retail Sales Ex Gas/Autos (MoM) (Mar),,,,,,,
2024-04-15 12:30:00,Retail Sales (YoY) (Mar),,,,,,,
2024-04-15 14:00:00,Business Inventories (MoM) (Feb),,,,,,,
2024-04-15 14:00:00,NAHB Housing Market Index (Apr),,,,,,,
2024-04-15 14:00:00,Retail Inventories Ex Auto (Feb),,,,,,,
2024-04-15 15:30:00,3-Month Bill Auction,,,,,,,
2024-04-15 15:30:00,6-Month Bill Auction,,,,,,,
2024-04-15 17:00:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-04-16 00:00:00,FOMC Member Daly Speaks,,,,,,,
2024-04-16 09:00:00,IMF Meetings,,,,,,,
2024-04-16 12:30:00,Housing Starts (MoM) (Mar),,,,,,,
2024-04-16 12:30:00,Housing Starts (Mar),,,,,,,
2024-04-16 12:30:00,Building Permits (MoM) (Mar),,,,,,,
2024-04-16 12:30:00,Building Permits (Mar),,,,,,,
2024-04-16 12:55:00,Redbook (YoY),,,,,,,
2024-04-16 13:00:00,Fed Governor Jefferson Speaks,,,,,,,
2024-04-16 13:15:00,Capacity Utilization Rate (Mar),,,,,,,
2024-04-16 13:15:00,Manufacturing Production (MoM) (Mar),,,,,,,
2024-04-16 13:15:00,Industrial Production (YoY) (Mar),,,,,,,
2024-04-16 13:15:00,Industrial Production (MoM) (Mar),,,,,,,
2024-04-16 15:30:00,52-Week Bill Auction,,,,,,,
2024-04-16 16:00:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-04-16 16:30:00,FOMC Member Williams Speaks,,,,,,,
2024-04-16 17:00:00,FOMC Member Barkin Speaks,,,,,,,
2024-04-16 17:15:00,Fed Chair Powell Speaks,,,,,,,
2024-04-16 20:30:00,API Weekly Crude Oil Stock,,,,,,,
2024-04-17 09:00:00,IMF Meetings,,,,,,,
2024-04-17 11:00:00,MBA 30-Year Mortgage Rate,,,,,,,
2024-04-17 11:00:00,MBA Mortgage Applications (WoW),,,,,,,
2024-04-17 11:00:00,MBA Purchase Index,,,,,,,
2024-04-17 11:00:00,Mortgage Market Index,,,,,,,
2024-04-17 11:00:00,Mortgage Refinance Index,,,,,,,
2024-04-17 14:30:00,EIA Refinery Crude Runs (WoW),,,,,,,
2024-04-17 14:30:00,EIA Weekly Distillates Stocks,,,,,,,
2024-04-17 14:30:00,Crude Oil Inventories,,,,,,,
2024-04-17 14:30:00,Cushing Crude Oil Inventories,,,,,,,
2024-04-17 14:30:00,Distillate Fuel Production,,,,,,,
2024-04-17 14:30:00,Heating Oil Stockpiles,,,,,,,
2024-04-17 14:30:00,Gasoline Production,,,,,,,
2024-04-17 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),,,,,,,
2024-04-17 14:30:00,Gasoline Inventories,,,,,,,
2024-04-17 14:30:00,Crude Oil Imports,,,,,,,
2024-04-17 17:00:00,20-Year Bond Auction,,,,,,,
2024-04-17 18:00:00,Beige Book,,,,,,,
2024-04-17 20:00:00,TIC Net Long-Term Transactions (Feb),,,,,,,
2024-04-17 20:00:00,"US Foreign Buying, T-bonds (Feb)",,,,,,,
2024-04-17 20:00:00,Overall Net Capital Flow (Feb),,,,,,,
2024-04-17 20:00:00,TIC Net Long-Term Transactions including Swaps (Feb),,,,,,,
2024-04-17 21:30:00,FOMC Member Mester Speaks,,,,,,,
2024-04-17 23:15:00,FOMC Member Bowman Speaks,,,,,,,
2024-04-18 09:00:00,IMF Meetings,,,,,,,
2024-04-18 12:30:00,Jobless Claims 4-Week Avg.,,,,,,,
2024-04-18 12:30:00,Philly Fed Business Conditions (Apr),,,,,,,
2024-04-18 12:30:00,Continuing Jobless Claims,,,,,,,
2024-04-18 12:30:00,Initial Jobless Claims,,,,,,,
2024-04-18 12:30:00,Philadelphia Fed Manufacturing Index (Apr),,,,,,,
2024-04-18 12:30:00,Philly Fed Employment (Apr),,,,,,,
2024-04-18 12:30:00,Philly Fed CAPEX Index (Apr),,,,,,,
2024-04-18 12:30:00,Philly Fed New Orders (Apr),,,,,,,
2024-04-18 12:30:00,Philly Fed Prices Paid (Apr),,,,,,,
2024-04-18 13:05:00,FOMC Member Bowman Speaks,,,,,,,
2024-04-18 13:15:00,FOMC Member Bowman Speaks,,,,,,,
2024-04-18 13:15:00,FOMC Member Williams Speaks,,,,,,,
2024-04-18 14:00:00,Existing Home Sales (MoM) (Mar),,,,,,,
2024-04-18 14:00:00,Existing Home Sales (Mar),,,,,,,
2024-04-18 14:00:00,US Leading Index (MoM) (Mar),,,,,,,
2024-04-18 14:30:00,Natural Gas Storage,,,,,,,
2024-04-18 15:00:00,FOMC Member Bostic Speaks,,,,,,,
2024-04-18 15:30:00,8-Week Bill Auction,,,,,,,
2024-04-18 15:30:00,4-Week Bill Auction,,,,,,,
2024-04-18 17:00:00,5-Year TIPS Auction,,,,,,,
2024-04-18 20:30:00,Reserve Balances with Federal Reserve Banks,,,,,,,
2024-04-18 20:30:00,Fed's Balance Sheet,,,,,,,
2024-04-18 21:45:00,FOMC Member Bostic Speaks,,,,,,,
2024-04-19 09:00:00,IMF Meetings,,,,,,,
2024-04-19 14:30:00,Fed Goolsbee Speaks,,,,,,,
2024-04-19 17:00:00,U.S. Baker Hughes Oil Rig Count,,,,,,,
2024-04-19 17:00:00,U.S. Baker Hughes Total Rig Count,,,,,,,
2024-04-19 19:30:00,CFTC Corn speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC Nasdaq 100 speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC Aluminium speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC Copper speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC Gold speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC Silver speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC Natural Gas speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC S&P 500 speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC Soybeans speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC Wheat speculative net positions,,,,,,,
2024-04-19 19:30:00,CFTC Crude Oil speculative net positions,,,,,,,
2024-04-20 09:00:00,IMF Meetings,,,,,,,
2024-04-22 12:30:00,Chicago Fed National Activity (Mar),,,,,,,
2024-04-22 15:30:00,3-Month Bill Auction,,,,,,,
2024-04-22 15:30:00,6-Month Bill Auction,,,,,,,
2024-04-23 11:30:00,Building Permits,,,,,,,
2024-04-23 11:30:00,Building Permits (MoM),,,,,,,
2024-04-23 12:55:00,Redbook (YoY),,,,,,,
2024-04-23 13:45:00,S&P Global US Manufacturing PMI (Apr),,,,,,,
2024-04-23 13:45:00,S&P Global Composite PMI (Apr),,,,,,,
2024-04-23 13:45:00,S&P Global Services PMI (Apr),,,,,,,
2024-04-23 14:00:00,Richmond Manufacturing Shipments (Apr),,,,,,,
2024-04-23 14:00:00,New Home Sales (Mar),,,,,,,
2024-04-23 14:00:00,New Home Sales (MoM) (Mar),,,,,,,
2024-04-23 14:00:00,Richmond Manufacturing Index (Apr),,,,,,,
2024-04-23 14:00:00,Richmond Services Index (Apr),,,,,,,
2024-04-23 17:00:00,2-Year Note Auction,,,,,,,
2024-04-23 17:00:00,M2 Money Supply (MoM) (Mar),,,,,,,
2024-04-23 20:30:00,API Weekly Crude Oil Stock,,,,,,,
2024-04-24 11:00:00,Mortgage Market Index,,,,,,,
2024-04-24 11:00:00,MBA 30-Year Mortgage Rate,,,,,,,
2024-04-24 11:00:00,MBA Mortgage Applications (WoW),,,,,,,
2024-04-24 11:00:00,MBA Purchase Index,,,,,,,
2024-04-24 11:00:00,Mortgage Refinance Index,,,,,,,
2024-04-24 12:30:00,Durables Excluding Defense (MoM) (Mar),,,,,,,
2024-04-24 12:30:00,Core Durable Goods Orders (MoM) (Mar),,,,,,,
2024-04-24 12:30:00,Goods Orders Non Defense Ex Air (MoM) (Mar),,,,,,,
2024-04-24 12:30:00,Durable Goods Orders (MoM) (Mar),,,,,,,
2024-04-24 14:30:00,Crude Oil Inventories,,,,,,,
2024-04-24 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),,,,,,,
2024-04-24 14:30:00,Heating Oil Stockpiles,,,,,,,
2024-04-24 14:30:00,Gasoline Production,,,,,,,
2024-04-24 14:30:00,Gasoline Inventories,,,,,,,
2024-04-24 14:30:00,Distillate Fuel Production,,,,,,,
2024-04-24 14:30:00,Cushing Crude Oil Inventories,,,,,,,
2024-04-24 14:30:00,Crude Oil Imports,,,,,,,
2024-04-24 14:30:00,EIA Refinery Crude Runs (WoW),,,,,,,
2024-04-24 14:30:00,EIA Weekly Distillates Stocks,,,,,,,
2024-04-24 15:00:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-04-24 17:00:00,5-Year Note Auction,,,,,,,
2024-04-25 12:30:00,Continuing Jobless Claims,,,,,,,
2024-04-25 12:30:00,Core PCE Prices (Q1),,,,,,,
2024-04-25 12:30:00,GDP Price Index (QoQ) (Q1),,,,,,,
2024-04-25 12:30:00,GDP (QoQ) (Q1),,,,,,,
2024-04-25 12:30:00,Retail Inventories Ex Auto (Mar),,,,,,,
2024-04-25 12:30:00,Goods Trade Balance (Mar),,,,,,,
2024-04-25 12:30:00,Wholesale Inventories (MoM),,,,,,,
2024-04-25 12:30:00,Initial Jobless Claims,,,,,,,
2024-04-25 12:30:00,Jobless Claims 4-Week Avg.,,,,,,,
2024-04-25 12:30:00,PCE Prices (Q1),,,,,,,
2024-04-25 12:30:00,Real Consumer Spending (Q1),,,,,,,
2024-04-25 12:30:00,GDP Sales (Q1),,,,,,,
2024-04-25 14:00:00,Pending Home Sales (MoM) (Mar),,,,,,,
2024-04-25 14:00:00,Pending Home Sales Index (Mar),,,,,,,
2024-04-25 14:00:00,Treasury Secretary Yellen Speaks,,,,,,,
2024-04-25 14:30:00,Natural Gas Storage,,,,,,,
2024-04-25 15:00:00,KC Fed Composite Index (Apr),,,,,,,
2024-04-25 15:00:00,KC Fed Manufacturing Index (Apr),,,,,,,
2024-04-25 15:30:00,8-Week Bill Auction,,,,,,,
2024-04-25 15:30:00,4-Week Bill Auction,,,,,,,
2024-04-25 17:00:00,7-Year Note Auction,,,,,,,
2024-04-25 20:30:00,Fed's Balance Sheet,,,,,,,
2024-04-25 20:30:00,Reserve Balances with Federal Reserve Banks,,,,,,,
2024-04-26 12:30:00,Real Personal Consumption (MoM) (Mar),,,,,,,
2024-04-26 12:30:00,Personal Spending (MoM) (Mar),,,,,,,
2024-04-26 12:30:00,PCE Price index (YoY) (Mar),,,,,,,
2024-04-26 12:30:00,Personal Income (MoM) (Mar),,,,,,,
2024-04-26 12:30:00,Core PCE Price Index (YoY) (Mar),,,,,,,
2024-04-26 12:30:00,Core PCE Price Index (MoM) (Mar),,,,,,,
2024-04-26 12:30:00,PCE price index (MoM) (Mar),,,,,,,
2024-04-26 13:00:00,Dallas Fed PCE (Mar),,,,,,,
2024-04-26 14:00:00,Michigan 5-Year Inflation Expectations (Apr),,,,,,,
2024-04-26 14:00:00,Michigan Current Conditions (Apr),,,,,,,
2024-04-26 14:00:00,Michigan Consumer Sentiment (Apr),,,,,,,
2024-04-26 14:00:00,Michigan Consumer Expectations (Apr),,,,,,,
2024-04-26 14:00:00,Michigan 1-Year Inflation Expectations (Apr),,,,,,,
2024-04-26 16:00:00,Atlanta Fed GDPNow (Q2),,,,,,,
2024-04-26 17:00:00,U.S. Baker Hughes Oil Rig Count,,,,,,,
2024-04-26 17:00:00,U.S. Baker Hughes Total Rig Count,,,,,,,
2024-04-26 19:30:00,CFTC Aluminium speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC Copper speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC Crude Oil speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC Nasdaq 100 speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC Gold speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC Corn speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC Natural Gas speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC Silver speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC S&P 500 speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC Soybeans speculative net positions,,,,,,,
2024-04-26 19:30:00,CFTC Wheat speculative net positions,,,,,,,
2024-04-29 14:30:00,Dallas Fed Mfg Business Index (Apr),,,,,,,
2024-04-29 15:30:00,3-Month Bill Auction,,,,,,,
2024-04-29 15:30:00,6-Month Bill Auction,,,,,,,
2024-04-30 12:30:00,Employment Cost Index (QoQ) (Q1),,,,,,,
2024-04-30 12:30:00,Employment Wages (QoQ) (Q1),,,,,,,
2024-04-30 12:30:00,Employment Benefits (QoQ) (Q1),,,,,,,
2024-04-30 12:55:00,Redbook (YoY),,,,,,,
2024-04-30 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Feb),,,,,,,
2024-04-30 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Feb),,,,,,,
2024-04-30 13:00:00,House Price Index (MoM) (Feb),,,,,,,
2024-04-30 13:00:00,House Price Index (Feb),,,,,,,
2024-04-30 13:00:00,House Price Index (YoY) (Feb),,,,,,,
2024-04-30 13:00:00,S&P/CS HPI Composite - 20 s.a. (MoM) (Feb),,,,,,,
2024-04-30 13:45:00,Chicago PMI (Apr),,,,,,,
2024-04-30 14:00:00,CB Consumer Confidence (Apr),,,,,,,
2024-04-30 14:30:00,Dallas Fed Services Revenues (Apr),,,,,,,
2024-04-30 14:30:00,Texas Services Sector Outlook (Apr),,,,,,,
2024-04-30 16:00:00,OPEC Crude Oil Production Congo (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude Oil Production Algeria (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude Oil Production Gabon (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude oil Production Venezuela (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude oil Production Iraq (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude oil Production Iran (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude Oil Production Nigeria (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude Oil Production Kuwait (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude Oil Production Libya (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude Oil Production Guinea (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude oil Production Saudi Arabia (Barrel),,,,,,,
2024-04-30 16:00:00,OPEC Crude oil Production UAE (Barrel),,,,,,,
2024-04-30 20:30:00,API Weekly Crude Oil Stock,,,,,,,
2024-05-01 11:00:00,MBA 30-Year Mortgage Rate,,,,,,,
2024-05-01 11:00:00,MBA Mortgage Applications (WoW),,,,,,,
2024-05-01 11:00:00,MBA Purchase Index,,,,,,,
2024-05-01 11:00:00,Mortgage Market Index,,,,,,,
2024-05-01 11:00:00,Mortgage Refinance Index,,,,,,,
2024-05-01 12:15:00,ADP Nonfarm Employment Change (Apr),,,,,,,
2024-05-01 13:45:00,S&P Global US Manufacturing PMI (Apr),,,,,,,
2024-05-01 14:00:00,ISM Manufacturing Employment (Apr),,,,,,,
2024-05-01 14:00:00,ISM Manufacturing New Orders Index (Apr),,,,,,,
2024-05-01 14:00:00,Construction Spending (MoM) (Mar),,,,,,,
